,autor,libro,metaTL,poema,fragmento,destinatario,texto,AA#1-Espasa(1989)-Roman num.,AA#2-Espasa(1989)-Arabian num.,MM#1-Etc.,MM#2-Etc.,,,,,,,
50568,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[I] II,,"Como fruta rugada, ayer madura,
o como mustia rama, ayer florida,
y aun menos, en el árbol de mi vida,
es la imagen que os lleva esa pintura.

Porque el árbol ahonda en tierra dura,
en roca tiene su raíz prendida,
y si al labio no da fruta sabrida,
aún quiere dar al sol la que perdura.

Ni vos gritéis desilusión, señora,
negando al día ese carmín risueño,
ni a la manera usada, en el ahora

pongáis, cual negra tacha, el turbio ceño.
Tomad arco y aljaba -¡oh cazadora!-
que ya es el alba: el despertar del sueño.",CLXIV,164,,,,,,,,,
50569,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[I] III,,"Pero si os place amar vuestro poeta,
que vive en la canción, no en el retrato,
¿no encontraréis en su perfil beato
conjuro de esa fúnebre careta?

Buscad del hondo cauce agua secreta,
del campanil que enronqueció a rebato
la víspera dormida, el timorato
pensado amor en hora recoleta.

Desdeñad lo que soy, de lo que he sido
trazad con firme mano la figura:
galán de amor soñado, amor fingido,

por anhelo inventor de la aventara.
Y en vuestro sabio espejo -luz y olvido
algo seré también vuestra criatura.",CLXIV,164,,,,,,,,,
50570,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[II] Esto soñé,,"Que el caminante es suma del camino,
y en el jardín, junto del mar sereno,
le acompaña el aroma montesino,
ardor de seco henil en campo ameno;

que de luenga jornada peregrino
ponía al corazón un duro freno,
para aguardar el verso adamantino
que maduraba el alma en su hondo seno.

Esto soñé. Y del tiempo, el homicida,
que nos lleva a la muerte o fluye en vano,
que era un sueño no más del adanida.

Y un hombre vi que en la desnuda mano
mostraba al mundo el ascua de la vida,
sin cenizas el fuego heraclitano.",CLXIV,164,,,,,,,,,
50571,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[III] El amor y la sierra,,"Cabalgaba por agria serranía,
una tarde, entre roca cenicienta.
El plomizo balón de la tormenta
de monte en monte rebotar se oía.

Súbito, al vivo resplandor del rayo,
se encabritó, bajo de un alto pino,
al borde de una peña, su caballo.
A dura rienda le tornó al camino.

Y hubo visto la nube desgarrada,
y, dentro, la afilada crestería
de otra sierra más lueñe y levantada,

—relámpago de piedra parecía—.
¿Y vio el rostro de Dios? Vio el de su amada.
Gritó: ¡Morir en esta sierra fría!",CLXIV,164,,,,,,,,,
50572,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[IV] Pío Baroja,,"En Londres o Madrid, Ginebra o Roma,
ha sorprendido, ingenuo paseante,
el mismo taedium vitae en vario idioma,
en múltiple careta igual semblante.

Atrás las manos enlazadas lleva,
y hacia la tierra, al pasear, se inclina;
todo el mundo a su paso es senda nueva,
camino por desmonte o por ruina.

Dio, aunque tardío, el siglo diecinueve
un ascua de su fuego al gran Baroja,
y otro siglo, al nacer, guerra le mueve,

que enceniza su cara pelirroja.
De la rosa romántica, en la nieve,
él ha visto caer la última hoja.",CLXIV,164,,,,,,,,,
50573,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[V] Azorín,,"La roja tierra del trigal de fuego,
y del habar florido la fragancia,
y el lindo cáliz de azafrán manchego
amó, sin mengua de la lis de Francia.

¿Cuya es la doble faz, candor y hastío,
y la trémula voz y el gesto llano,
y esa noble apariencia de hombre frío
que corrige la fiebre de la mano?

No le pongáis, al fondo, la espesura
de aborrascado monte o selva huraña,
sino, en la luz de una mañana pura,

lueñe espuma de piedra, la montaña,
y el diminuto pueblo en la llanura,
¡la aguda torre en el azul de España!",CLXIV,164,,,,,,,,,
50574,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[VI] Ramón Pérez de Aya la,,"Lo recuerdo... Un pintor me lo retrata,
no en el lino, en el tiempo. Rostro enjuto,
sobre el rojo manchón de la corbata,
bajo el amplio sombrero; resoluto

el ademán, y el gesto petulante
—un si es no es— de mayorazgo en corte;
de bachelot en Oxford, o estudiante
en Salamanca, señoril el porte.

Gran poeta, el pacífico sendero
cantó que lleva a la asturiana aldea;
el mar polisonoro y sol de Homero

le dieron ancho ritmo, clara idea;
su innúmero camino el mar ibero,
su propio navegar, propia Odisea.",CLXIV,164,,,,,,,,,
50575,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[VII] En la fiesta de Grandmontagne / I,,"Cuenta la historia que un día,
buscando mejor España,
Grandmontagne se partía
de una tierra de montaña,
de una tierra
de agria sierra.
¿Cuál? No sé. ¿La serranía
de Burgos? ¿El Pirineo?
¿Urbión donde el Duero nace?
Averiguadlo. Yo veo
un prado en que el negro toro
reposa, y la oveja pace
entre ginestas de oro;
y unos altos, verdes pinos;
más arriba, peña y peña,
y un rubio mozo que sueña
con caminos,
en el aire, de cigüeña,
entre montes, de merinos,
con rebaños trashumantes
y vapores de emigrantes
a pueblos ultramarinos.",CLXIV,164,,,,,,,,,
50576,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[VII] En la fiesta de Grandmontagne / II,,"Grandmontagne saludaba
a los suyos, en la popa
de un barco que se alejaba
del triste rabo de Europa.

Tras de mucho devorar
caminos del mar profundo,
vió las estrellas brillar
sobre la panza del mundo.

Arribado a un ancho estuario,
dió en la argentina Babel.
Él llevaba un diccionario
y siempre leía en él:
era su devocionario.

Y en la ciudad -no en el hampa-
y en la Pampa
hizo su propia conquista.

El cronista
de dos mundos, bajo el sol,
el duro pan se ganaba
y, de noche, fabricaba
su magnífico español.

La faena trabajosa,
y la mar y la llanura,
caminata o singladura,
siempre larga,
diéronle, para su prosa,
viento recio, sal amarga,
y la amplia línea armoniosa
del horizonte lejano.

Llevó del monte dureza,
calma le dió el oceano
y grandeza;
y de un pueblo americano
donde florece la hombría
nos trae la fe y la alegría
que ha perdido el castellano.",CLXIV,164,,,,,,,,,
50577,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[VII] En la fiesta de Grandmontagne / III,,"En este remolino de España, rompeolas
de las cuarenta y nueve provincias españolas
(Madrid del cucañista, Madrid del pretendiente)
y en un mesón antiguo, y entre la poca gente
-¡tan poca!- sin librea, que sufre y que trabaja,
y aun corta solamente su pan con su navaja,
por Grandmontagne alcemos la copa. Al suelo indiano,
ungido de las letras embajador hispano,
«ayant pour tout laquais votre ombre seulement»
os vais, buen caballero... Que Dios os dé su mano,
que el mar y el cielo os sean propicios, capitán.",CLXIV,164,,,,,,,,,
50578,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[VIII] A Don Ramón del Valle-lnclán,,"Yo era en mis sueños, Don Ramón, viajero
del áspero camino, y tú, Caronte
de ojos de llama, el fúnebre barquero
de las revueltas aguas de Aqueronte.

Plúrima barba al pecho te caía.
(Yo quise ver tu manquedad en vano.)
Sobre la negra barca aparecía
tu verde senectud de dios pagano.

Habla, dijiste, y yo: cantar quisiera
loor de tu Don Juan y tu paisaje,
en esta hora de verdad sincera.

Porque faltó mi voz en tu homenaje,
permite que en la pálida ribera
te pague en áureo verso mi barcaje.",CLXIV,164,,,,,,,,,
50579,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[IX] Al escultor Emiliano Barral ..,,"... Y tu cincel me esculpía
en una piedra rosada,
que lleva una aurora fría
eternamente encantada.
Y la agria melancolía
de una soñada grandeza,
que es lo español (fantasía
con que adobar la pereza),
fue surgiendo de esa roca,
que es mi espejo,
línea a línea, plano a plano,
y mi boca de sed poca,
y, so el arco de mi cejo,
dos ojos de un ver lejano,
que yo quisiera tener
como están en tu escultura:
cavados en piedra dura,
en piedra, para no ver.",CLXIV,164,,,,,,,,,
50580,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[X] A Julio Castro,,"Desde las altas tierras donde nace
un largo río de la triste Iberia,
del ancho promontorio de Occidente
—vasta lira, hacia el mar, de sol y piedra—,
con el milagro de tu verso, he visto
mi infancia marinera,
que yo también, de niño, ser quería
pastor de olas, capitán de estrellas.
Tú vives, yo soñaba;
pero a los dos, hermano, el mar nos tienta.
En cada verso tuyo
hay un golpe de mar, que me despierta
a sueños de otros días,
con regalo de conchas y de perlas.
Estrofa tienes como vela hinchada
de viento y luz, y copla donde suena
la caracola de un tritón, y el agua
que le brota al delfín en la cabeza.
¡Roncas sirenas en la bruma! ¡Faros
de puerto que en la noche parpadean!
¡Trajín de muelle, y algo más! Tu libro
dice lo que la mar nunca revela:
la historia de riberas florecidas
que cuenta el río al anegarse en ella.
De buen marino, ¡oh Julio!
—no de marino en tierra,
sino a bordo—, bitácora es tu verso
donde sonríe el norte a la tormenta.
Dios a tu copla y a tu barco guarde
seguro el ritmo, firmes las cuadernas,
y que del mar y del olvido triunfen,
poeta y capitán, nave y poema.",CLXIV,164,,,,,,,,,
50581,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XI] En tren - Flor de verbasco,A los jóvenes poetas que me honraron con su visita en Segovia.,"Sanatorio del alto Guadarrama,
más allá de la roca cenicienta
donde el chivo barbudo se encarama,
mansión de noche larga y fiebre lenta,
¿guardas mullida cama,
bajo seguro techo,
donde repose el huésped dolorido
del labio exangüe y el angosto pecho,
amplio balcón al campo florecido?
¡Hospital de la sierra!...
El tren, ligero,
rodea el monte y el pinar; emboca
por un desfiladero,
ya pasa al borde de tajada roca,
ya enarca, enhila o su convoy ajusta
al serpear de su carril de acero.
Por donde el tren avanza, sierra augusta,
ya te sé, peña a peña y rama a rama;
conozco el agrio olor de tu romero,
vi la amarilla flor de tu retama;
los cantuesos morados, los jarales
blancos de primavera; mucho soles
incendiar tus desnudos berrocales,
reverberar en tus macizas moles.
Mas hoy, mientras camina
el tren, en el saber de tus pastores
pienso no más y —perdonad, doctores—
rememoro la vieja medicina.
¿Ya no se cuecen flores de verbasco?
¿No hay milagros de hierba montesina?
¿No brota el agua santa del peñasco?
 ",CLXIV,164,,,,,,,,,
50582,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XI] En tren - Flor de verbasco,A los jóvenes poetas que me honraron con su visita en Segovia.,"Hospital de la sierra, en tus mañanas
de auroras sin campanas,
cuando la niebla va por los barrancos
o, desgarrada en el azul, enreda
sus guedejones blancos
en los picos de la áspera roqueda;
cuando el doctor -sienes de plata- advierte
los gráficos del muro y examina
los diminutos pasos de la muerte,
del áureo microscopio en la platina,
oirán, en tus alcobas ordenadas,
orejas bien sutiles,
hundidas en las tibias almohadas,
el trajinar de estos ferrocarriles.
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .

Lejos, Madrid se otea.
Y la locomotora
resuella, silba, humea
y su riel metálico devora,
ya sobre el ancho campo que verdea.
Mariposa montes, negra y dorada,
al azul de la abierta ventanilla
ha asomado un momento, y remozada,
una encina, de flor verdiamarilla...
Y pasan chopo y chopo en larga hilera,
los almendros del huerto junto al río...
Lejos quedó la amarga primavera
de la alta casa en Guadarrama frío.",CLXIV,164,,,,,,,,,
50583,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XII] Bodas de Francisco Romero,,"Porque leídas fueron
las palabras de Pablo,
y en este claro día
hay ciruelos en flor y almendros rosados
y torres con cigüeñas,
y es aprendiz de ruiseñor todo pájaro,
y potqoe son las bodas de Francisco Romero,
cantad conmigo: ¡Gaudeamus!
Ya el ceño de la turbia soltería
se borrará en dos frentes ¡fortunati ambo!
De hoy más sabréis, esposos,
cuánto la sed apaga el limpio jarro,
y cuánto lienzo cabe
dentro de un cofre, y cuántos
son minutos de paz, si el ahora vierte
su eternidad menuda grano a grano.
Fundación del querer vuestros amores
—nunca olvidéis la hipérbole del vándalo—
y un mundo cada día, pan moreno
sobre manteles blancos.
De hoy más la tierra sea
vega florida a vuestro doble paso.",CLXIV,164,,,,,,,,,
50584,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XIII] Soledades a un maestro / I,,"No es profesor de energía
Francisco A. de Icaza,
sino de melancolía.",CLXIV,164,,,,,,,,,
50585,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XIII] Soledades a un maestro / II,,"De su raza vieja
tiene la palabra corta,
honda la sentencia.",CLXIV,164,,,,,,,,,
50586,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XIII] Soledades a un maestro / III,,"Como el olivar,
mucho fruto lleva,
poca sombra da.",CLXIV,164,,,,,,,,,
50587,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XIII] Soledades a un maestro / IV,,"En su claro verso
se canta y medita
sin grito ni ceño.",CLXIV,164,,,,,,,,,
50588,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XIII] Soledades a un maestro / V,,"Y en perfecto rimo
―así a la vera del agua
el doble chopo del río―.",CLXIV,164,,,,,,,,,
50589,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XIII] Soledades a un maestro / VI,,"Sus cantares llevan
agua de remanso,
que parece quieta.

Y que no lo está;
mas no tiene prisa
por ir a la mar.",CLXIV,164,,,,,,,,,
50590,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XIII] Soledades a un maestro / VII,,"Tienen sus canciones
aromas y acíbar
de viejos amores.

Y del indio sol
madurez de fruta
de rico sabor.",CLXIV,164,,,,,,,,,
50591,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XIII] Soledades a un maestro / VIII,,"Francisco de Icaza,
de la España vieja
y de Nueva España,

que en áureo centén
se grabe tu lira
y tu perfil de virrey.",CLXIV,164,,,,,,,,,
50592,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XIV] A Eugeniod'Ors,,"Un amor que conversa y que razona,
sabio y antiguo -diálogo y presencia-
nos trajo de su ilustre Barcelona;
y otro, distancia y horizonte: ausencia,

que es alma, a nuestro modo, le ofrecimos.
Y él aceptó la oferta, porque sabe
cuanto de lejos cerca le tuvimos,
y cuanto exilio en la presencia cabe.

Hoy, Xenius, hacia ti, viejo milano
las anchas alas en el aire ha abierto,
y una mata de espliego castellano

lleva en el pico, a tu jardín diserto
-mirto y laureles- desde el alto llano
en donde el viento cimbra el chopo yerto.",CLXIV,164,,,,,,,,,
50593,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XV] Los sueños dialogados,,"¡Como en el alto llano tu figura
se me aparece!... Mi palabra evoca
el prado verde y la árida llanura,
la zarza en flor, la cenicienta roca.

Y al recuerdo obediente, negra encina
brota en el cerro, baja el chopo al río;
el pastor va subiendo a la colina;
brilla un balcón de la ciudad: el mío,

el nuestro. ¿Ves? Hacia Aragón, lejana,
la sierra de Moncayo, blanca y rosa...
Mira el incendio de esa nube grana,

y aquella estrella en el azul, esposa.
Tras el Duero, la loma de Santana
se amorata en la tarde silenciosa.",CLXIV,164,,,,,,,,,
50594,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XV] Los sueños dialogados / II,,"¿Por qué, decisme, hacia los altos llanos,
huye mi corazón de esta ribera,
y en tierra labradora y marinera
suspiro por los yermos castellanos?

Nadie elige su amor. Llevóme un día
mi destino a los grises calvijares
donde ahuyenta al caer la nieve fría
las sombras de los muertos encinares.

De aquel trozo de España, alto y roquero,
hoy traigo a ti, Guadalquivir florido,
una mata del áspero romero.

Mi corazón está donde ha nacido,
no a la vida, al amor, cerca del Duero...
...¡El muro blanco y el ciprés erguido!",CLXIV,164,,,,,,,,,
50595,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XV] Los sueños dialogados / III,,"Las ascuas de un crepúsculo, señora,
rota la parda nube de tormenta,
han pintado en la roca cenicienta
de lueñe cerro un resplandor de aurora.

Una aurora cuajada en roca fría
que es asombro y pavor del caminante
más que fiero león en claro día,
o en garganta de monte osa gigante.

Con el incendio de un amor, prendido
al turbio sueño de esperanza y miedo,
yo voy hacia la mar, hacia el olvido

—y no como a la noche ese roquedo,
al girar del planeta ensombrecido—.
No me llaméis, porque tornar no puedo.",CLXIV,164,,,,,,,,,
50596,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XV] Los sueños dialogados / IV,,"¡Oh soledad, mi sola compañía,
oh musa del portento, que el vocablo
diste a mi voz que nunca te pedía!,
responde a mi pregunta: ¿con quién hablo?

Ausente de ruidosa mascarada,
divierto mi tristeza sin amigo,
contigo, dueña de la faz velada,
siempre velada al dialogar conmigo.

Hoy pienso: este que soy será quien sea;
no es ya mi grave enigma este semblante
que en el íntimo espejo se recrea,

sino el misterio de tu voz amante.
Descúbreme tu rostro, que yo vea
fijos en mí tus ojos de diamante.",CLXIV,164,,,,,,,,,
50597,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XVI] De mi cartera / I,,"Ni mármol duro y eterno,
ni música ni pintura,
sino palabra en el tiempo.",CLXIV,164,,,,,,,,,
50598,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XVI] De mi cartera / II,,"Canto y cuento es la poesía.
Se canta una viva historia,
contando su melodía.",CLXIV,164,,,,,,,,,
50599,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XVI] De mi cartera / III,,"Crea el alma sus riberas;
montes de ceniza y plomo,
sotillos de primavera.",CLXIV,164,,,,,,,,,
50600,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XVI] De mi cartera / IV,,"Toda la imaginería
que no ha brotado del río,
barata bisutería.",CLXIV,164,,,,,,,,,
50601,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XVI] De mi cartera / V,,"Prefiere la rima pobre,
la asonancia indefinida.
Cuando nada cuenta el canto,
acaso huelga la rima.",CLXIV,164,,,,,,,,,
50602,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XVI] De mi cartera / VI,,"Verso libre, verso libre...
Líbrate, mejor, del verso
cuando te esclavice.",CLXIV,164,,,,,,,,,
50603,Antonio Machado,03-Nuevas canciones (1917-1930),,(Glosando a Ronsard y otras rimas),[XVI] De mi cartera / VII,,"La rima verbal y pobre,
y temporal, es la rica.
El adjetivo y el nombre,
remansos del agua limpia,
son accidentes del verbo
en la gramática lírica,
del Hoy que será Mañana,
del Ayer que es Todavía.
",CLXIV,164,-1924,,,,,,,,
50604,Antonio Machado,03-Nuevas canciones (1917-1930),,(Sonetos),I,,"Tuvo mi corazón, encrucijada
de cien caminos, todos pasajeros,
un gentío sin cita ni posada,
como en andén ruidoso de viajeros.

Hizo a los cuatro vientos su jornada,
disperso el corazón por cien senderos
de llana tierra o piedra aborrascada,
y a la suerte, en el mar, de cien veleros.

Hoy, enjambre que torna a su colmena
cuando el bando de cuervos enronquece
en busca de su peña denegrida,

vuelve mi corazón a su faena,
con néctares del campo que florece
y el luto de la tarde desabrida.",CLXV,165,,,,,,,,,
50605,Antonio Machado,03-Nuevas canciones (1917-1930),,(Sonetos),II,,"Verás la maravilla del camino,
camino de soñada Compostela
—¡oh monte lila y flavo!—, peregrino,
en un llano, entre chopos de candela.

Otoño con dos ríos ha dorado
el cerco del gigante centinela
de piedra y luz, prodigio torreado
que en el azul sin mancha se modela.

Verás en la llanura una jauría
de agudos galgos y un señor de caza,
cabalgando a lejana serranía,

vano fantasma de una vieja raza.
Debes entrar cuando en la tarde fría
brille un balcón de la desierta plaza.",CLXV,165,,,,,,,,,
50606,Antonio Machado,03-Nuevas canciones (1917-1930),,(Sonetos),III,,"¿Empañé tu memoria? ¡Cuántas veces!
La vida baja como un ancho río,
y cuando lleva al mar alto navio
va con cieno verdoso y turbias heces.

Y más si hubo tormenta en sus orillas,
y él arrastra el botín de la tormenta,
si en su cielo la nube cenicienta
se incendió de centellas amarillas.

Pero aunque fluya hacia la mar ignota,
es la vida también agua de fuente
que de claro venero, gota a gota,

o ruidoso penacho de torrente,
bajo el azul, sobre la piedra brota.
Y allí suena tu nombre ¡eternamente!",CLXV,165,,,,,,,,,
50607,Antonio Machado,03-Nuevas canciones (1917-1930),,(Sonetos),IV,,"Esta luz de Sevilla... Es el palacio
donde nací, con su rumor de fuente.
Mi padre, en su despacho. —La alta frente,
la breve mosca, y el bigote lacio—.

Mi padre, aún joven. Lee, escribe, hojea
sus libros y medita. Se levanta;
va hacia la puerta del jardín. Pasea.
A veces habla solo, a veces canta.

Sus grandes ojos de mirar inquieto
ahora vagar parecen, sin objeto
donde puedan posar, en el vacío.

Ya escapan de su ayer a su mañana;
ya miran en el tiempo, ¡padre mío!,
piadosamente mi cabeza cana.",CLXV,165,,,,,,,,,
50608,Antonio Machado,03-Nuevas canciones (1917-1930),,(Sonetos),V,,"Huye del triste amor, amor pacato,
sin peligro, sin venda ni aventura,
que espera del amor prenda segura,
porque en amor locura es lo sensato.

Ese que el pecho esquiva al niño ciego
y blasfemó del fuego de la vida,
de una brasa pensada, y no encendida,
quiere ceniza que le guarde el fuego.

Y ceniza hallará, no de su llama,
cuando descubra el torpe desvarío
que pedía, sin flor, fruto en la rama.

Con negra llave el aposento frío
de su tiempo abrirá. ¡Desierta cama,
y turbio espejo y corazón vacío!",CLXV,165,,,,,,,,,
50609,Antonio Machado,03-Nuevas canciones (1917-1930),,(Viejas canciones),I,,"A la hora del rocío,
de la niebla salen
sierra blanca y prado verde.
¡El sol en los encinares!

Hasta borrarse en el cielo,
suben las alondras.
¿Quién puso plumas al campo?
¿Quién hizo alas de tierra loca?

Al viento, sobre la sierra,
tiene el águila dorada
las anchas alas abiertas.

Sobre la picota
donde nace el río,
sobre el lago de turquesa
y los barrancos de verdes pinos;
sobre veinte aldeas,
sobre cien caminos...

Por los senderos del aire,
señora águila,
¿dónde vais a codo vuelo tan de mañana.?",CLXVI,166,,,,,,,,,
50610,Antonio Machado,03-Nuevas canciones (1917-1930),,(Viejas canciones),II,,"Ya había un albor de luna
en el cielo azul.
¡La luna en los espártales,
cerca de Alicún!
Redonda sobre el alcor,
y rota en las turbias aguas
del Guadiana menor.

Entre Úbeda y Baeza
—loma de las dos hermanas:
Baeza, pobre y señora,
Úbeda, reina y gitana—.
Y en el encinar,
¡luna redonda y beata,
siempre conmigo a la par!",CLXVI,166,,,,,,,,,
50611,Antonio Machado,03-Nuevas canciones (1917-1930),,(Viejas canciones),III,,"Cerca de Úbeda la grande,
cuyos cerros nadie verá,
me iba siguiendo la luna

sobre el olivar.
Una luna jadeante,
siempre conmigo a la par.

Yo pensaba: ¡bandoleros
de mi tierra!, al caminar
en mi caballo ligero.
¡Alguno conmigo irá!

Que esta luna me conoce
y, con el miedo, me da
el orgullo de haber sido
alguna vez capitán.",CLXVI,166,,,,,,,,,
50612,Antonio Machado,03-Nuevas canciones (1917-1930),,(Viejas canciones),IV,,"En la sierra de Quesada
hay un águila gigante,
verdosa, negra y dorada,
siempre las alas abiertas.
Es de piedra y no se cansa.

Pasado Puerto Lócente,
entre las nubes galopa
el caballo de los montes.
Nunca se cansa: es de roca.

En el hondón del barranco
se ve al jinete caído,
que alza los brazos al cielo.
Los brazos son de granito.

Y allí donde nadie sube
hay una virgen risueña
con un río azul en brazos.
Es la Virgen de la Sierra.",CLXVI,166,,,,,,,,,
50701,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),[I],,"Mis ojos en el espejo
son ojos ciegos que miran
los ojos con que los veo.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50702,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),[II],,"Gracias, Petenera mía;
por tus ojos me he perdido:
era lo que yo quería.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50703,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),[III],,"Y en la cosa nunca vista
de tus ojos me he buscado:
en el ver con que me miras.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50704,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),[IV],,"La mujer
es el anverso del ser.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50705,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),[V],,"Sin el amor, las ideas
son como mujeres feas,
o copias dificultosas
de los cuerpos de las diosas.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50706,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),[VI],,"Sin mujer
no hay engendrar ni saber.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50707,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),[VII],,"...Aunque a veces sabe Onán
mucho que ignora Don Juan.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50708,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),[VIII] Primaveral,,"Nubes, sol, prado verde y caserío
en la loma, revueltos. Primavera
puso en el aire de este campo frío
la gracia de sus chopos de ribera.

Los caminos del valle van al río
y allí, junto del agua, amor espera.
¿Por ti se ha puesto el campo ese atavío
de joven, oh invisible compañera?

¿Y ese perfume del habar al viento?
¿Y esa primera blanca margarita?...
¿Tú me acompañas? En mi mano siento

doble latido; el corazón me grita,
que en las sienes me asorda el pensamiento:
eres tú quien florece y resucita.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50709,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),[IX] Rosa de fuego,,"Tejidos sois de primavera, amantes,
de tierra y agua y viento y sol tejidos.
La sierra en vuestros pechos jadeantes,
en los ojos los campos florecidos,

pasead vuestra mutua primavera,
y aún bebed sin temor la dulce leche
que os brinda hoy la lúbrica pantera,
antes que, torva, en el camino aceche.

Caminad, cuando el eje del planeta
se vence hacia el solsticio de verano,
verde el almendro y mustia la violeta,

cerca la sed y el hontanar cercano,
hacia la tarde del amor, completa,
con la rosa de fuego en vuestra mano.",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
50710,Antonio Machado,04-De un Cancionero apócrifo (1924-1936),,(Abel Martín),[X] Guerra de amor,,"El tiempo que la barba me platea,
cavó mis ojos y agrandó mi frente,
va siendo en mí recuerdo transparente,
y mientras más al fondo, más clarea.

Miedo infantil, amor adolescente,
¡cuánto esta luz de otoño os hermosea!,
¡agrios caminos de la vida fea,
que también os doráis al sol poniente!

¡Cómo en la fuente donde el agua mora
resalta en piedra una leyenda escrita:
al ábaco del tiempo falta un hora!

¡Y cómo aquella ausencia en una cita,
bajo los olmos que noviembre dora,
del fondo de mi historia resucita!

así un imán que, al atraer, repele ",CLXVII,167,시 부분만 -분석에 포함 (산문 부분 제외),,,,,,,,
